country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","12-04-2025 10:00:00",28.656756,77.227234,PM2.5,87,141,114
India,Delhi,Delhi,"DTU, Delhi - CPCB","12-04-2025 10:00:00",28.7500499,77.1112615,PM2.5,14,326,65
India,Delhi,Delhi,"DTU, Delhi - CPCB","12-04-2025 10:00:00",28.7500499,77.1112615,PM10,38,500,129
India,Delhi,Delhi,"DTU, Delhi - CPCB","12-04-2025 10:00:00",28.7500499,77.1112615,NH3,10,12,11
India,Delhi,Delhi,"DTU, Delhi - CPCB","12-04-2025 10:00:00",28.7500499,77.1112615,OZONE,26,43,26
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","12-04-2025 10:00:00",28.498571,77.264840,NH3,6,9,8
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","12-04-2025 10:00:00",28.498571,77.264840,SO2,17,28,22
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","12-04-2025 10:00:00",28.5710274,77.0719006,SO2,2,17,8
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","12-04-2025 10:00:00",28.5710274,77.0719006,CO,10,56,44
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","12-04-2025 10:00:00",28.5627763,77.1180053,PM2.5,5,264,62
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","12-04-2025 10:00:00",28.5627763,77.1180053,OZONE,7,94,11
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","12-04-2025 10:00:00",28.6811736,77.3025234,PM2.5,9,219,110
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","12-04-2025 10:00:00",28.732820,77.170633,PM2.5,25,364,89
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","12-04-2025 10:00:00",22.06631475,83.33820077,SO2,5,14,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","12-04-2025 10:00:00",22.06631475,83.33820077,CO,12,42,29
India,Delhi,Delhi,"Alipur, Delhi - DPCC","12-04-2025 10:00:00",28.815329,77.153010,OZONE,1,18,7
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","12-04-2025 10:00:00",28.4706914,77.1099364,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","12-04-2025 10:00:00",28.4706914,77.1099364,PM10,NA,NA,NA
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","12-04-2025 10:00:00",28.4706914,77.1099364,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","12-04-2025 10:00:00",21.237755,81.705301,CO,28,46,39
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","12-04-2025 10:00:00",21.371751,81.664929,OZONE,5,40,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","12-04-2025 10:00:00",22.06631475,83.33820077,NH3,1,2,2
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","12-04-2025 10:00:00",26.1403345,85.3650192,SO2,6,8,7
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","12-04-2025 10:00:00",26.1209,85.3647,PM2.5,43,98,69
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","12-04-2025 10:00:00",26.1209,85.3647,SO2,3,7,4
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","12-04-2025 10:00:00",28.580280,77.233829,SO2,7,27,14
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","12-04-2025 10:00:00",28.5918245,77.2273074,PM2.5,1,96,60
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","12-04-2025 10:00:00",28.5918245,77.2273074,CO,23,34,30
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","12-04-2025 10:00:00",28.611281,77.237738,PM2.5,18,130,65
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","12-04-2025 10:00:00",28.611281,77.237738,SO2,8,17,12
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","12-04-2025 10:00:00",28.611281,77.237738,CO,20,42,28
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","12-04-2025 10:00:00",28.636429,77.201067,NH3,9,15,11
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","12-04-2025 10:00:00",28.636429,77.201067,OZONE,7,16,9
India,Delhi,Delhi,"Mundka, Delhi - DPCC","12-04-2025 10:00:00",28.684678,77.076574,PM2.5,NA,NA,NA
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","12-04-2025 10:00:00",30.943887,76.801991,NO2,4,35,16
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","12-04-2025 10:00:00",34.066206,74.819820,NO2,18,21,21
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","12-04-2025 10:00:00",16.172806,75.659694,PM2.5,33,34,34
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","12-04-2025 10:00:00",16.172806,75.659694,PM10,45,46,46
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","12-04-2025 10:00:00",15.888653,74.541751,NH3,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","12-04-2025 10:00:00",15.888653,74.541751,CO,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","12-04-2025 10:00:00",12.9135218,77.5950804,PM10,51,139,86
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","12-04-2025 10:00:00",23.023389,72.515201,OZONE,36,72,38
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","12-04-2025 10:00:00",21.613267,73.010555,NH3,7,11,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","12-04-2025 10:00:00",21.613267,73.010555,CO,6,62,28
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","12-04-2025 10:00:00",23.163798,72.677768,PM2.5,53,135,81
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","12-04-2025 10:00:00",23.163798,72.677768,NO2,4,40,17
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","12-04-2025 10:00:00",23.163798,72.677768,NH3,5,11,7
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","12-04-2025 10:00:00",23.221714,72.654328,NO2,13,24,18
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","12-04-2025 10:00:00",23.020509,72.579261,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","12-04-2025 10:00:00",23.020509,72.579261,NO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","12-04-2025 10:00:00",23.016834,72.625775,NH3,6,12,7
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","12-04-2025 10:00:00",23.041137,72.456691,PM2.5,52,120,71
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","12-04-2025 10:00:00",23.041137,72.456691,NH3,3,25,7
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","12-04-2025 10:00:00",23.023389,72.515201,PM2.5,18,40,29
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","12-04-2025 10:00:00",23.023389,72.515201,PM10,20,45,33
India,Delhi,Delhi,"Mundka, Delhi - DPCC","12-04-2025 10:00:00",28.684678,77.076574,NO2,32,121,57
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","12-04-2025 10:00:00",28.60909,77.0325413,NH3,12,13,12
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","12-04-2025 10:00:00",28.60909,77.0325413,CO,2,130,14
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","12-04-2025 10:00:00",28.570173,76.933762,NH3,5,21,13
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","12-04-2025 10:00:00",28.570173,76.933762,CO,5,46,16
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","12-04-2025 10:00:00",28.570173,76.933762,OZONE,7,281,33
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","12-04-2025 10:00:00",28.567890,77.250515,OZONE,3,273,42
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-04-2025 10:00:00",28.530785,77.271255,NO2,26,88,44
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-04-2025 10:00:00",28.623763,77.287209,NO2,12,79,29
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-04-2025 10:00:00",28.623763,77.287209,NH3,7,9,8
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-04-2025 10:00:00",28.623763,77.287209,SO2,8,10,9
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-04-2025 10:00:00",28.623763,77.287209,CO,34,46,39
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-04-2025 10:00:00",28.639652,77.146275,NH3,5,13,10
India,Delhi,Delhi,"Pusa, Delhi - IMD","12-04-2025 10:00:00",28.636110,77.173332,CO,24,47,38
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-04-2025 10:00:00",28.531346,77.190156,SO2,8,12,10
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","12-04-2025 10:00:00",28.672342,77.315260,PM2.5,23,140,70
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","12-04-2025 10:00:00",28.699793,77.165453,OZONE,1,193,19
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","12-04-2025 10:00:00",23.107969,72.574648,NO2,43,106,68
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","12-04-2025 10:00:00",20.362421,72.918013,OZONE,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","12-04-2025 10:00:00",22.969611,72.643500,PM10,36,85,59
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","12-04-2025 10:00:00",22.969611,72.643500,OZONE,1,1,1
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","12-04-2025 10:00:00",28.6514781,77.1473105,CO,26,77,34
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-04-2025 10:00:00",28.5504249,77.2159377,PM2.5,44,110,78
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-04-2025 10:00:00",28.5504249,77.2159377,NH3,5,11,10
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","12-04-2025 10:00:00",10.532400,76.215900,SO2,1,1,1
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","12-04-2025 10:00:00",10.532400,76.215900,CO,11,14,13
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","12-04-2025 10:00:00",23.264759,77.381568,PM2.5,22,92,53
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","12-04-2025 10:00:00",23.264759,77.381568,SO2,6,7,7
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","12-04-2025 10:00:00",23.264759,77.381568,OZONE,42,98,61
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","12-04-2025 10:00:00",23.210494,77.425409,NH3,2,4,3
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","12-04-2025 10:00:00",23.210494,77.425409,SO2,1,17,10
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,PM10,54,146,93
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,NO2,53,88,71
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,NH3,6,10,8
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,SO2,26,37,31
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,CO,16,50,25
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","12-04-2025 10:00:00",22.9682591,76.064118,OZONE,30,41,37
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","12-04-2025 10:00:00",12.21041,76.37376,OZONE,14,76,25
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-04-2025 10:00:00",12.733409,77.298051,NO2,13,17,14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-04-2025 10:00:00",12.733409,77.298051,NH3,1,1,1
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","12-04-2025 10:00:00",12.733409,77.298051,CO,16,40,29
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","12-04-2025 10:00:00",13.940000,75.555917,PM10,44,73,64
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","12-04-2025 10:00:00",13.940000,75.555917,CO,10,33,24
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","12-04-2025 10:00:00",16.7602,77.1428,SO2,1,24,13
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","12-04-2025 10:00:00",10.073232,76.302765,PM10,41,62,49
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-04-2025 10:00:00",15.3714823,75.1160168,NO2,7,12,8
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-04-2025 10:00:00",15.3714823,75.1160168,CO,6,16,8
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","12-04-2025 10:00:00",17.336318,76.847397,SO2,3,6,3
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","12-04-2025 10:00:00",15.347630,76.181767,NH3,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","12-04-2025 10:00:00",15.347630,76.181767,CO,20,26,23
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","12-04-2025 10:00:00",12.889250,74.853000,PM2.5,38,54,44
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","12-04-2025 10:00:00",12.889250,74.853000,NO2,8,11,9
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","12-04-2025 10:00:00",12.889250,74.853000,CO,20,34,27
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","12-04-2025 10:00:00",12.889250,74.853000,OZONE,18,18,18
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","12-04-2025 10:00:00",12.9135218,77.5950804,SO2,3,17,9
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","12-04-2025 10:00:00",12.9135218,77.5950804,CO,26,33,29
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","12-04-2025 10:00:00",12.951913,77.539784,PM10,30,106,64
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","12-04-2025 10:00:00",12.951913,77.539784,NH3,1,2,1
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","12-04-2025 10:00:00",12.938539,77.590100,PM2.5,14,40,27
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","12-04-2025 10:00:00",12.920984,77.584908,PM2.5,19,59,39
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","12-04-2025 10:00:00",12.920984,77.584908,NO2,16,17,16
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","12-04-2025 10:00:00",13.328028,75.797056,NH3,2,3,2
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","12-04-2025 10:00:00",15.459706,75.008381,PM10,55,73,66
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","12-04-2025 10:00:00",15.411456,75.638133,SO2,18,20,19
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","12-04-2025 10:00:00",15.3714823,75.1160168,PM2.5,34,37,35
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","12-04-2025 10:00:00",13.003872,77.664217,PM2.5,39,40,39
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","12-04-2025 10:00:00",13.003872,77.664217,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","12-04-2025 10:00:00",13.0270199,77.494094,NO2,15,22,19
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","12-04-2025 10:00:00",12.921418,77.502466,CO,24,46,33
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","12-04-2025 10:00:00",12.990328,77.5431385,PM10,38,38,38
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","12-04-2025 10:00:00",12.917348,77.622813,PM10,49,192,120
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","12-04-2025 10:00:00",12.917348,77.622813,NH3,1,1,1
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","12-04-2025 10:00:00",17.930306,77.482194,NO2,13,13,13
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","12-04-2025 10:00:00",13.428828,77.731418,PM10,27,161,66
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,PM2.5,45,52,48
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,PM10,54,62,57
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,NO2,16,19,17
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,NH3,2,2,2
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,SO2,4,4,4
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","12-04-2025 10:00:00",11.875000,75.373200,CO,20,26,22
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","12-04-2025 10:00:00",26.259242,78.216432,CO,14,101,19
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","12-04-2025 10:00:00",26.200388,78.147714,PM10,32,477,115
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","12-04-2025 10:00:00",26.200388,78.147714,NH3,2,2,2
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","12-04-2025 10:00:00",16.7143745,74.2426398,PM10,68,117,90
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","12-04-2025 10:00:00",18.39963,76.57452,PM10,72,118,95
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","12-04-2025 10:00:00",18.39963,76.57452,NO2,13,128,42
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","12-04-2025 10:00:00",18.39963,76.57452,CO,6,79,20
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","12-04-2025 10:00:00",18.39963,76.57452,OZONE,10,99,34
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-04-2025 10:00:00",18.1023399,73.4783687,PM10,52,91,76
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-04-2025 10:00:00",18.1023399,73.4783687,NO2,7,27,12
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-04-2025 10:00:00",18.1023399,73.4783687,NH3,5,8,6
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-04-2025 10:00:00",20.555712,74.529236,NO2,1,47,13
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","12-04-2025 10:00:00",20.555712,74.529236,SO2,23,37,30
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-04-2025 10:00:00",19.296481,72.840923,PM2.5,14,38,23
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-04-2025 10:00:00",22.624758,75.675238,PM2.5,52,225,105
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-04-2025 10:00:00",22.624758,75.675238,CO,16,113,38
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","12-04-2025 10:00:00",23.331731,75.045981,PM2.5,7,381,69
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","12-04-2025 10:00:00",23.838586,78.759431,PM10,36,104,69
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","12-04-2025 10:00:00",24.58434363,80.8549414,NO2,12,12,12
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","12-04-2025 10:00:00",24.108970,82.645580,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","12-04-2025 10:00:00",24.108970,82.645580,SO2,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","12-04-2025 10:00:00",24.108970,82.645580,CO,NA,NA,NA
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","12-04-2025 10:00:00",22.4310,75.5213,CO,1,146,64
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","12-04-2025 10:00:00",22.6780,75.8559,NO2,33,45,39
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","12-04-2025 10:00:00",22.7084,75.8815,PM10,51,110,79
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","12-04-2025 10:00:00",22.7084,75.8815,NO2,8,15,12
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","12-04-2025 10:00:00",22.7084,75.8815,SO2,32,34,33
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","12-04-2025 10:00:00",23.163174,79.973061,OZONE,24,91,42
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","12-04-2025 10:00:00",23.142888,79.916147,PM2.5,43,103,62
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","12-04-2025 10:00:00",23.142888,79.916147,SO2,4,14,12
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","12-04-2025 10:00:00",23.142888,79.916147,CO,27,87,37
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-04-2025 10:00:00",19.875620,75.387310,PM10,58,80,68
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","12-04-2025 10:00:00",19.875620,75.387310,CO,28,37,32
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","12-04-2025 10:00:00",19.863756,75.321188,PM10,55,92,68
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","12-04-2025 10:00:00",19.863756,75.321188,SO2,9,28,15
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-04-2025 10:00:00",19.16485,73.23409,NO2,18,94,37
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-04-2025 10:00:00",19.16485,73.23409,SO2,3,9,5
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-04-2025 10:00:00",19.16485,73.23409,OZONE,2,96,9
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","12-04-2025 10:00:00",19.0243902,73.0406721,CO,9,32,15
India,"Madhya Pradesh",Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB","12-04-2025 10:00:00","23.182719 ","75.768218 ",OZONE,43,64,46
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","12-04-2025 10:00:00",19.10122,74.73339,NO2,13,66,34
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","12-04-2025 10:00:00",19.10122,74.73339,CO,7,106,61
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","12-04-2025 10:00:00",20.9402359,77.7895248,PM2.5,41,83,57
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","12-04-2025 10:00:00",20.939198,77.765701,PM2.5,35,73,48
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","12-04-2025 10:00:00",20.939198,77.765701,PM10,64,112,88
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","12-04-2025 10:00:00",19.053536,72.84643,NH3,3,5,4
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","12-04-2025 10:00:00",19.053536,72.84643,CO,8,48,31
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","12-04-2025 10:00:00",19.065931,72.862131,PM2.5,23,106,58
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-04-2025 10:00:00",19.2243333,72.8658113,PM2.5,27,38,31
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-04-2025 10:00:00",19.2243333,72.8658113,NO2,6,21,12
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-04-2025 10:00:00",18.9767,72.8380,PM10,22,47,35
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-04-2025 10:00:00",18.9767,72.8380,NH3,3,8,5
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-04-2025 10:00:00",18.9767,72.8380,OZONE,7,38,21
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","12-04-2025 10:00:00",19.309073,73.057223,NH3,3,5,4
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","12-04-2025 10:00:00",19.786089,72.757971,NO2,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","12-04-2025 10:00:00",19.786089,72.757971,NH3,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","12-04-2025 10:00:00",19.786089,72.757971,OZONE,46,65,51
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","12-04-2025 10:00:00",20.918946,74.776388,PM10,NA,NA,NA
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","12-04-2025 10:00:00",21.001264,75.565602,PM2.5,26,77,51
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","12-04-2025 10:00:00",21.001264,75.565602,NO2,11,24,17
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","12-04-2025 10:00:00",23.218135,79.957770,NO2,23,135,53
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","12-04-2025 10:00:00",23.50016,80.23284,NO2,14,112,39
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","12-04-2025 10:00:00",23.50016,80.23284,OZONE,18,97,49
