country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-04-2025 10:00:00",19.04946,72.9230,PM10,79,128,105
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-04-2025 10:00:00",19.04946,72.9230,SO2,5,49,16
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","12-04-2025 10:00:00",19.04946,72.9230,OZONE,2,23,5
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","12-04-2025 10:00:00",23.108440,77.511428,OZONE,28,34,32
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-04-2025 10:00:00",22.624758,75.675238,PM10,68,176,114
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-04-2025 10:00:00",22.624758,75.675238,NH3,3,7,5
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","12-04-2025 10:00:00",22.624758,75.675238,SO2,14,61,31
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","12-04-2025 10:00:00",23.8640158,78.80289321,SO2,NA,NA,NA
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","12-04-2025 10:00:00",23.8640158,78.80289321,CO,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","12-04-2025 10:00:00",16.7143745,74.2426398,NH3,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","12-04-2025 10:00:00",16.7143745,74.2426398,CO,8,16,9
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-04-2025 10:00:00",18.1023399,73.4783687,PM2.5,31,62,46
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","12-04-2025 10:00:00",18.1023399,73.4783687,OZONE,1,85,3
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-04-2025 10:00:00",19.296481,72.840923,SO2,1,4,1
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","12-04-2025 10:00:00",19.296481,72.840923,OZONE,4,37,6
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","12-04-2025 10:00:00",19.053536,72.84643,OZONE,1,6,1
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","12-04-2025 10:00:00",19.23241,72.86895,NH3,6,8,7
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","12-04-2025 10:00:00",19.23241,72.86895,CO,8,43,38
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","12-04-2025 10:00:00",19.2243333,72.8658113,CO,4,4,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","12-04-2025 10:00:00",18.9767,72.8380,PM2.5,20,38,29
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","12-04-2025 10:00:00",19.8389439,75.244448,PM10,50,101,72
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","12-04-2025 10:00:00",19.8389439,75.244448,CO,32,46,44
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-04-2025 10:00:00",19.16485,73.23409,PM2.5,10,90,56
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","12-04-2025 10:00:00",19.16485,73.23409,NH3,3,7,5
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","12-04-2025 10:00:00",19.083694,72.920967,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","12-04-2025 10:00:00",19.083694,72.920967,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","12-04-2025 10:00:00",19.205800,72.868200,NH3,2,7,3
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","12-04-2025 10:00:00",19.215859,72.831718,PM2.5,10,38,25
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","12-04-2025 10:00:00",19.215859,72.831718,OZONE,4,27,12
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","12-04-2025 10:00:00",19.1653323,72.922099,PM2.5,13,38,27
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","12-04-2025 10:00:00",19.1653323,72.922099,PM10,16,61,41
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","12-04-2025 10:00:00",19.0863,72.8888,PM2.5,40,57,46
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.02579,73.10297,NH3,3,4,3
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.0630,73.1209,SO2,1,2,1
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.0630,73.1209,OZONE,1,32,2
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","12-04-2025 10:00:00",18.63673,73.82487,PM2.5,35,57,45
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","12-04-2025 10:00:00",18.63673,73.82487,OZONE,14,92,26
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","12-04-2025 10:00:00",18.59051,73.77946,NO2,17,51,27
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","12-04-2025 10:00:00",18.59051,73.77946,SO2,1,6,3
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","12-04-2025 10:00:00",18.573040,73.927715,PM10,74,121,100
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","12-04-2025 10:00:00",18.573040,73.927715,NO2,29,47,36
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","12-04-2025 10:00:00",18.530085,73.849598,NO2,23,49,35
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","12-04-2025 10:00:00",18.547056,73.826908,NH3,1,1,1
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","12-04-2025 10:00:00",18.547056,73.826908,CO,12,26,14
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","12-04-2025 10:00:00"," 16.5038",74.3623,PM2.5,20,85,51
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","12-04-2025 10:00:00"," 16.5038",74.3623,NH3,6,7,6
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","12-04-2025 10:00:00",18.897756,72.813320,OZONE,25,34,31
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","12-04-2025 10:00:00",19.137500,72.915056,PM10,54,76,65
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","12-04-2025 10:00:00",19.137500,72.915056,NO2,7,8,7
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","12-04-2025 10:00:00",19.137500,72.915056,OZONE,9,9,9
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","12-04-2025 10:00:00",19.000084,72.856730,PM10,33,80,53
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","12-04-2025 10:00:00",19.000084,72.856730,CO,9,18,11
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","12-04-2025 10:00:00",19.000084,72.856730,OZONE,20,43,28
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","12-04-2025 10:00:00",19.000083,72.813993,NO2,15,37,19
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","12-04-2025 10:00:00",19.9591346,73.7788008,PM2.5,40,67,54
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","12-04-2025 10:00:00",19.9591346,73.7788008,SO2,2,11,5
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","12-04-2025 10:00:00",19.9591346,73.7788008,CO,10,20,17
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.1135051,73.008978,PM10,57,126,75
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.1135051,73.008978,SO2,23,23,23
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","12-04-2025 10:00:00",19.02579,73.10297,PM2.5,26,47,34
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","12-04-2025 10:00:00",19.19709,72.82204,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-04-2025 10:00:00",18.96702,72.84214,NH3,8,10,9
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-04-2025 10:00:00",18.96702,72.84214,CO,4,43,12
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","12-04-2025 10:00:00",18.96702,72.84214,OZONE,11,36,21
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","12-04-2025 10:00:00",19.1878657,72.8304069,OZONE,5,22,9
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","12-04-2025 10:00:00",18.897756,72.813320,PM2.5,9,34,20
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-04-2025 10:00:00",21.143383,79.048912,PM10,69,102,80
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-04-2025 10:00:00",21.143383,79.048912,NO2,2,55,16
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-04-2025 10:00:00",21.143383,79.048912,NH3,2,7,4
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-04-2025 10:00:00",21.143383,79.048912,SO2,1,55,14
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","12-04-2025 10:00:00",21.143383,79.048912,OZONE,19,58,28
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","12-04-2025 10:00:00",20.0073285,73.7762427,SO2,1,76,8
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","12-04-2025 10:00:00",20.0073285,73.7762427,CO,27,34,30
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","12-04-2025 10:00:00",18.614767,73.799516,NO2,23,43,34
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","12-04-2025 10:00:00",18.614767,73.799516,OZONE,9,54,17
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","12-04-2025 10:00:00",18.616318,73.765797,CO,12,48,23
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","12-04-2025 10:00:00",18.605770,73.749976,NO2,11,25,16
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","12-04-2025 10:00:00",18.501793,73.927532,PM2.5,34,72,50
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","12-04-2025 10:00:00",18.9936162,72.8128113,PM2.5,59,67,62
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","12-04-2025 10:00:00",23.7176342,92.7192841,SO2,2,2,2
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2025 10:00:00",20.832874,85.104082,PM2.5,15,309,106
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2025 10:00:00",20.832874,85.104082,NO2,8,71,19
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2025 10:00:00",20.832874,85.104082,NH3,3,9,4
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","12-04-2025 10:00:00",20.832874,85.104082,OZONE,10,89,15
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","12-04-2025 10:00:00",21.51161,86.89088,PM10,34,127,74
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","12-04-2025 10:00:00",22.1166054,85.3945546,PM10,37,334,117
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","12-04-2025 10:00:00",22.1166054,85.3945546,SO2,6,104,24
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","12-04-2025 10:00:00",21.941841,86.728318,PM10,NA,NA,NA
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","12-04-2025 10:00:00",21.941841,86.728318,OZONE,NA,NA,NA
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","12-04-2025 10:00:00",20.240790,85.836784,PM2.5,17,88,37
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-04-2025 10:00:00",20.34652,85.81630,PM2.5,17,47,30
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-04-2025 10:00:00",20.34652,85.81630,PM10,21,57,36
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-04-2025 10:00:00",20.34652,85.81630,NO2,2,6,4
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","12-04-2025 10:00:00",20.34652,85.81630,SO2,3,6,5
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","12-04-2025 10:00:00",22.06156703,85.47409613,SO2,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","12-04-2025 10:00:00",22.06156703,85.47409613,OZONE,1,60,1
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","12-04-2025 10:00:00",31.321907,75.578914,PM10,29,115,53
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-04-2025 10:00:00",30.9028,75.8086,PM10,79,122,107
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","12-04-2025 10:00:00",30.9028,75.8086,SO2,3,25,8
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-04-2025 10:00:00",30.649961,76.331442,PM2.5,77,92,83
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-04-2025 10:00:00",30.649961,76.331442,CO,62,101,79
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","12-04-2025 10:00:00",30.649961,76.331442,OZONE,46,56,49
India,Punjab,Patiala,"Model Town, Patiala - PPCB","12-04-2025 10:00:00",30.349388,76.366642,PM2.5,24,99,57
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-04-2025 10:00:00",19.222279,72.957979,SO2,1,14,3
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","12-04-2025 10:00:00",19.235581,73.159121,CO,7,24,13
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","12-04-2025 10:00:00",19.4458210,72.7988231,PM10,34,72,50
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","12-04-2025 10:00:00",24.8207389,93.9423085,NO2,NA,NA,NA
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","12-04-2025 10:00:00",24.8207389,93.9423085,CO,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","12-04-2025 10:00:00",25.5586,91.8985,OZONE,20,70,57
India,Punjab,Patiala,"Model Town, Patiala - PPCB","12-04-2025 10:00:00",30.349388,76.366642,PM10,34,155,87
India,Punjab,Patiala,"Model Town, Patiala - PPCB","12-04-2025 10:00:00",30.349388,76.366642,OZONE,45,114,47
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","12-04-2025 10:00:00",31.0325454,76.5623046,NO2,13,19,15
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","12-04-2025 10:00:00",26.470859,74.646594,PM10,69,186,122
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","12-04-2025 10:00:00",27.554793,76.611536,PM10,35,107,65
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","12-04-2025 10:00:00",23.555190,74.440010,PM10,39,347,118
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","12-04-2025 10:00:00",21.847279,85.416905,NH3,1,9,6
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","12-04-2025 10:00:00",21.847279,85.416905,SO2,3,6,4
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","12-04-2025 10:00:00",22.265816,86.174829,CO,4,72,5
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","12-04-2025 10:00:00",22.18972222,84.86277778,SO2,NA,NA,NA
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-04-2025 10:00:00",22.220833,84.809444,PM2.5,37,314,186
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-04-2025 10:00:00",22.220833,84.809444,SO2,NA,NA,NA
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","12-04-2025 10:00:00",22.220833,84.809444,CO,52,109,97
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","12-04-2025 10:00:00",17.6336264,75.9132495,NO2,12,40,20
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","12-04-2025 10:00:00",17.6336264,75.9132495,SO2,2,7,3
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","12-04-2025 10:00:00",17.6336264,75.9132495,CO,12,26,16
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","12-04-2025 10:00:00",17.6599188,75.9063906,PM2.5,64,64,64
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","12-04-2025 10:00:00",17.6599188,75.9063906,PM10,120,120,120
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","12-04-2025 10:00:00",19.26777,72.97182,CO,1,34,19
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","12-04-2025 10:00:00",19.222279,72.957979,PM10,28,52,41
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-04-2025 10:00:00",20.94185,86.11510,PM10,29,91,48
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","12-04-2025 10:00:00",20.94185,86.11510,CO,1,68,2
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","12-04-2025 10:00:00","20.48891     ","85.84768     ",NH3,1,2,2
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","12-04-2025 10:00:00",21.643900,85.599355,NO2,14,20,16
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","12-04-2025 10:00:00",21.643900,85.599355,CO,15,70,38
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","12-04-2025 10:00:00",21.643900,85.599355,OZONE,11,13,12
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","12-04-2025 10:00:00",20.9360711,85.1707021,NH3,3,4,4
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","12-04-2025 10:00:00",20.9360711,85.1707021,SO2,13,104,43
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","12-04-2025 10:00:00",21.869985,85.167016,PM2.5,NA,NA,NA
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","12-04-2025 10:00:00",11.9309,79.8027,SO2,4,11,8
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-04-2025 10:00:00",24.892047,74.623527,CO,13,38,19
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-04-2025 10:00:00",24.892047,74.623527,OZONE,23,119,79
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","12-04-2025 10:00:00",28.296139,74.961696,PM2.5,22,425,68
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","12-04-2025 10:00:00",28.296139,74.961696,SO2,2,7,4
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","12-04-2025 10:00:00",26.895552,76.334753,NH3,6,12,8
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-04-2025 10:00:00",23.837789,73.714926,PM2.5,2,78,42
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-04-2025 10:00:00",23.837789,73.714926,NH3,5,12,8
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","12-04-2025 10:00:00",23.837789,73.714926,SO2,1,22,6
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","12-04-2025 10:00:00",29.610750,74.283608,PM10,32,360,115
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","12-04-2025 10:00:00",25.106006,76.469948,CO,24,68,30
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","12-04-2025 10:00:00",25.106006,76.469948,OZONE,16,114,44
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","12-04-2025 10:00:00",25.747299,71.393989,PM2.5,27,56,41
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","12-04-2025 10:00:00",25.747299,71.393989,NO2,2,28,10
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","12-04-2025 10:00:00",25.747299,71.393989,CO,12,28,12
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","12-04-2025 10:00:00",27.215415,77.50873,NO2,10,38,19
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","12-04-2025 10:00:00",27.215415,77.50873,OZONE,25,127,41
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-04-2025 10:00:00",25.339605,74.618883,PM2.5,23,73,44
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-04-2025 10:00:00",25.339605,74.618883,CO,3,36,6
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","12-04-2025 10:00:00",25.339605,74.618883,OZONE,27,62,52
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","12-04-2025 10:00:00",26.902909,75.836858,PM10,74,408,137
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","12-04-2025 10:00:00",26.902909,75.836858,OZONE,29,50,35
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2025 10:00:00",26.843698,75.766894,PM10,65,500,171
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2025 10:00:00",26.843698,75.766894,NO2,7,34,17
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2025 10:00:00",26.843698,75.766894,SO2,3,12,5
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","12-04-2025 10:00:00",26.843698,75.766894,CO,4,20,7
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","12-04-2025 10:00:00",26.9164092,75.7994901,PM2.5,81,271,125
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","12-04-2025 10:00:00",26.786682,75.827928,CO,49,86,58
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","12-04-2025 10:00:00",26.358805,73.047444,CO,NA,NA,NA
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","12-04-2025 10:00:00",26.506177,77.025989,PM2.5,6,231,41
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","12-04-2025 10:00:00",26.506177,77.025989,CO,2,20,12
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","12-04-2025 10:00:00",25.164090,75.858137,PM2.5,NA,NA,NA
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","12-04-2025 10:00:00",25.164090,75.858137,NH3,NA,NA,NA
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","12-04-2025 10:00:00",25.164090,75.858137,OZONE,NA,NA,NA
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","12-04-2025 10:00:00",25.196024,75.855668,PM10,95,332,182
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","12-04-2025 10:00:00",25.196024,75.855668,OZONE,16,83,38
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","12-04-2025 10:00:00",28.194909,76.862296,NO2,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","12-04-2025 10:00:00",28.207266,76.829265,PM2.5,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","12-04-2025 10:00:00",28.207266,76.829265,NO2,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","12-04-2025 10:00:00",28.207266,76.829265,CO,26,30,30
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","12-04-2025 10:00:00",28.018792,73.292658,PM2.5,NA,NA,NA
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-04-2025 10:00:00",24.892047,74.623527,PM2.5,13,151,63
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","12-04-2025 10:00:00",24.892047,74.623527,NH3,3,8,6
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-04-2025 10:00:00",25.14389,75.821256,NH3,1,3,2
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","12-04-2025 10:00:00",25.14389,75.821256,SO2,7,16,10
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-04-2025 10:00:00",25.771061," 73.340227",PM2.5,20,265,65
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-04-2025 10:00:00",25.771061," 73.340227",NH3,NA,NA,NA
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","12-04-2025 10:00:00",25.771061," 73.340227",SO2,8,13,10
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","12-04-2025 10:00:00",25.036360,73.883502,SO2,5,20,11
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","12-04-2025 10:00:00",26.9502929,75.730943,OZONE,24,45,30
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","12-04-2025 10:00:00",26.912329,70.909168,NO2,1,34,9
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","12-04-2025 10:00:00",25.344694,72.626208,PM2.5,19,158,54
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","12-04-2025 10:00:00",24.588397,76.172782,PM10,69,217,113
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","12-04-2025 10:00:00",28.108988,75.386577,SO2,4,8,6
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","12-04-2025 10:00:00",28.108988,75.386577,CO,10,29,15
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","12-04-2025 10:00:00",26.215415,73.070156,OZONE,35,61,38
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","12-04-2025 10:00:00",26.358805,73.047444,PM2.5,NA,NA,NA
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","12-04-2025 10:00:00",27.608912,75.153302,PM10,45,259,113
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","12-04-2025 10:00:00",24.885261,72.857549,NO2,5,20,11
